reaction_id,q1h_idx,q2_idx,q1_idx,q2h_idx
C[CH]CC_m2.[CH]C=O_m3>>C=CCC_m1.C=C[O]_m2,7,0,0,4
OO_m1.C[CH]CC_m2>>[O]O_m2.CCCC_m1,2,1,0,8
C=[C]C_m2.[CH]=C_m2>>C#CC_m1.C=C_m1,4,0,0,3
C[CH2]_m2.[CH2]CCC_m2>>C=C_m1.CCCC_m1,6,0,1,6
C=[C]C_m2.C=[C]C_m2>>C#CC_m1.C=CC_m1,4,1,0,5
CC_m1.[O]_m3>>C[CH2]_m2.[OH]_m2,4,0,1,1
C=C=C_m1.[CH]1C=CCO1_m2>>C#C[CH2]_m2.C1=COCC1_m1,4,3,0,10
CO_m1.C[CH]CC_m2>>[CH2]O_m2.CCCC_m1,4,1,0,8
CO_m1.C[CH2]_m2>>[CH2]O_m2.CC_m1,4,1,0,4
O=C[C](O)C=O_m2.[CH3]_m2>>O=CC(=O)C=O_m1.C_m1,7,0,3,4
O=CCC=O_m1.C#C[CH2]_m2>>O=[C]CC=O_m2.C#CC_m1,5,2,1,6
[CH2]CCC_m2.C[CH]CC_m2>>C=CCC_m1.CCCC_m1,7,1,1,8
[CH]=O_m2.[CH]1C=CCO1_m2>>[C-]#[O+]_m1.C1=COCC1_m1,1,3,0,10
O=CC=CC=O_m1.C[CH]CC_m2>>O=[C]C=CC=O_m2.CCCC_m1,6,1,1,8
CO_m1.[O]C=O_m2>>C[O]_m2.O=CO_m1,5,2,1,4
C=C=O_m1.[H]_m2>>C#C[O]_m2.[H][H]_m1,4,0,0,1
CO_m1.[H]_m2>>C[O]_m2.[H][H]_m1,5,0,1,1
C=C(O)C=O_m1.C#C[CH2]_m2>>[CH2]C(=O)C=O_m2.C#CC_m1,7,2,4,6
C=CC_m1.C#C[CH2]_m2>>[CH2]C=C_m2.C=C=C_m1,8,0,4,4
C=C[O]_m2.[O][O]_m3>>C=C=O_m1.[O]O_m2,5,1,1,2
C=CCC_m1.[H]_m2>>[CH2]CC=C_m2.[H][H]_m1,11,0,0,1
C1=COCC1_m1.C=C[O]_m2>>[CH]1C=CCO1_m2.C=CO_m1,10,2,3,6
C=O_m1.[C]#C_m2>>[CH]=O_m2.C#C_m1,3,0,0,3
C=[C]C(=O)C=O_m2.C[CH2]_m2>>C#CC(=O)C=O_m1.CC_m1,7,1,0,4
[CH]=C_m2.[CH2]_m3>>C#C_m1.[CH3]_m2,4,0,1,3
[CH2]C#CC_m2.[CH2]C=C_m2>>C=C=C=C_m1.C=CC_m1,8,4,3,8
C1=COCC1_m1.[O]_m3>>[CH]1C=CCO1_m2.[OH]_m2,10,0,3,1
[O]C1OOC(O)C1=O_m2.[O]C(=O)O_m2>>O=C1OOC(O)C1=O_m1.O=C(O)O_m1,8,2,1,4
CC=O_m1.[CH2]CCC_m2>>C[C]=O_m2.CCCC_m1,6,0,1,6
[CH]1C=CCO1_m2.[CH3]_m2>>C1C=COC=1_m1.C_m1,9,0,2,4
[CH2]C=C_m2.[CH2]O[O]_m3>>C=C=C_m1.CO[O]_m2,5,0,1,5
O=C1OOC(O)[C]1O_m2.[O]C1C(=O)OOC=1O_m2>>O=C1OOC(O)C1=O_m1.O=C1OOC(O)C1=O_m1,10,6,7,8
[CH2]C=CC_m2.[CH]C=O_m3>>C=CC=C_m1.C=C[O]_m2,10,0,3,4
CC=O_m1.[O]_m3>>C=C[O]_m2.[OH]_m2,5,0,0,1
[CH]=C[CH]C_m3.[CH3]_m2>>C#C[CH]C_m2.C_m1,6,0,1,4
O=C1OOC(O)[C]1O_m2.CCCCO[O]_m2>>O=C1OOC(O)C1=O_m1.CCCCOO_m1,10,5,7,15
C=CCC_m1.C=C[O]_m2>>[CH2]C=CC_m2.CC=O_m1,8,0,4,5
C[CH2]_m2.[CH2]CCCOO_m2>>C=C_m1.CCCCOO_m1,6,0,1,8
[CH2]C[CH2]_m3.O=[C]C=CC=O_m2>>[CH2]C=C_m2.O=CC=CC=O_m1,8,1,3,6
C[C]=O_m2.C[O]_m2>>C=C=O_m1.CO_m1,5,1,0,5
C=C[O]_m2.[O]O_m2>>C=C=O_m1.OO_m1,5,0,1,2
[CH]1C=CCO1_m2.C=C[O]_m2>>C1C=COC=1_m1.C=CO_m1,9,2,2,6
[CH2]CC_m2.C=C[O]_m2>>C=CC_m1.C=CO_m1,6,2,1,6
[CH2]C=CC_m2.C[CH]CC_m2>>C=CC=C_m1.CCCC_m1,10,1,3,8
C=C[O]_m2.C[CH]CC_m2>>C=C=O_m1.CCCC_m1,5,1,1,8
CC=O_m1.C#C[CH2]_m2>>C[C]=O_m2.C=C=C_m1,6,0,1,4
C[CH]CC_m2.C[CH]CC_m2>>CC=CC_m1.CCCC_m1,9,1,2,8
C[CH]C_m2.[CH]=O_m2>>C=CC_m1.C=O_m1,6,0,0,3
C=CO_m1.[CH3]_m2>>C=C[O]_m2.C_m1,6,0,2,4
[CH2]C[CH2]_m3.C=[C]C_m2>>[CH2]C=C_m2.C=CC_m1,8,1,3,5
[CH]C=C_m3.[H]_m2>>C#C[CH2]_m2.[H][H]_m1,4,0,1,1
C=C=C_m1.[C]#C_m2>>C#C[CH2]_m2.C#C_m1,4,0,0,3
CCCCOO_m1.[CH3]_m2>>[CH2]CCCOO_m2.C_m1,8,0,0,4
[CH]=C_m2.[C]#C_m2>>C#C_m1.C#C_m1,4,0,1,3
[O]O_m2.[CH2]C([O])=C=O_m3>>[O][O]_m3.[CH2]C(=O)C=O_m2,2,5,1,7
C[CH2]_m2.C=C[O]_m2>>C=C_m1.CC=O_m1,6,0,1,5
[CH2]_m3.[OH]_m2>>[CH]_m2.O_m1,2,0,0,2
C=CCC_m1.C#C[O]_m2>>[CH2]CC=C_m2.C=C=O_m1,11,0,0,4
[CH2]CO_m2.C[C]=O_m2>>C=CO_m1.CC=O_m1,6,1,1,6
C_m1.[H]_m2>>[CH3]_m2.[H][H]_m1,4,0,0,1
[CH2]C#CC_m2.[H]_m2>>C=C=C=C_m1.[H][H]_m1,8,0,3,1
[CH2]C=CC_m2.C#C[CH2]_m2>>[CH]=C[CH]C_m3.C#CC_m1,2,2,0,6
[CH2]C[CH2]_m3.[CH2]O_m2>>[CH2]C=C_m2.CO_m1,8,0,3,4
C[C]=O_m2.[O][O]_m3>>C=C=O_m1.[O]O_m2,5,1,0,2
CC=CC_m1.[H]_m2>>[CH2]C=CC_m2.[H][H]_m1,6,0,0,1
C=CC_m1.C=C[O]_m2>>[CH2]C=C_m2.CC=O_m1,8,0,4,5
[CH]=C_m2.[CH3]_m2>>C#C_m1.C_m1,4,0,1,4
CC_m1.[CH2]_m3>>C[CH2]_m2.[CH3]_m2,4,0,1,3
C[C]=O_m2.[CH3]_m2>>C=C=O_m1.C_m1,5,0,0,4
[O]C=O_m2.C=C[O]_m2>>O=C=O_m1.C=CO_m1,3,2,1,6
CCCC_m1.[O]_m3>>C[CH]CC_m2.[OH]_m2,8,0,1,1
[CH]=C_m2.C#C[CH2]_m2>>C#C_m1.C=C=C_m1,4,0,1,4
[CH2]CO_m2.[C]#C_m2>>C=CO_m1.C#C_m1,6,0,1,3
[O]CC(=O)C=O_m2.[CH]=C[CH]C_m3>>O=CC(=O)C=O_m1.[CH2]C=CC_m2,7,0,1,2
[CH]1C=CCO1_m2.[CH2]CCC_m2>>C1C=COC=1_m1.CCCC_m1,9,0,2,6
[CH]1C=CCO1_m2.C#C[CH2]_m2>>C1C=COC=1_m1.C#CC_m1,9,2,2,6
COO_m1.C[O]_m2>>CO[O]_m2.CO_m1,6,1,2,5
[O]C=O_m2.[CH2]O[O]_m3>>O=C=O_m1.CO[O]_m2,3,0,1,5
CCCC_m1.C[O]_m2>>[CH2]CCC_m2.CO_m1,6,1,0,5
[CH2]C=CC_m2.C[CH2]_m2>>C=C=CC_m1.CC_m1,6,1,1,4
C[CH]CC_m2.[CH2]C=C[CH2]_m3>>C=CCC_m1.[CH2]C=CC_m2,7,0,0,10
C[O]_m2.CCCCO[O]_m2>>C=O_m1.CCCCOO_m1,4,5,0,15
[CH3]_m2.[H]_m2>>[CH2]_m3.[H][H]_m1,3,0,0,1
C[C]=O_m2.[O]O_m2>>C=C=O_m1.OO_m1,5,0,0,2
[CH2]C#CC_m2.[CH]=C_m2>>C=C=C=C_m1.C=C_m1,8,0,3,3
C=[C]C(=O)C=O_m2.C=[C]C_m2>>C#CC(=O)C=O_m1.C=CC_m1,7,1,0,5
C=C(O)C=O_m1.[CH2]C=CC_m2>>[CH]=C(O)C=O_m2.CC=CC_m1,6,0,0,6
C=CCC_m1.[CH]=C_m2>>[CH2]C=CC_m2.C=C_m1,8,0,4,3
C=C_m1.[CH2]C=CC_m2>>[CH]=C_m2.CC=CC_m1,3,0,0,6
C=[C]C(=O)C=O_m2.[CH2]C=C_m2>>C#CC(=O)C=O_m1.C=CC_m1,7,4,0,8
C=CO_m1.[CH2]CCC_m2>>C=C[O]_m2.CCCC_m1,6,0,2,6
[CH2]C=CC_m2.C=C[O]_m2>>C=CC=C_m1.CC=O_m1,10,0,3,5
C=C(O)[CH]O_m2.[O]C=O_m2>>C=C(O)C=O_m1.O=CO_m1,9,2,4,4
[CH]=C[CH]C_m3.[CH]1C=CCO1_m2>>C#C[CH]C_m2.C1=COCC1_m1,6,3,1,10
C[CH2]_m2.[CH2]C=C[CH2]_m3>>C=C_m1.[CH2]C=CC_m2,6,0,1,10
CCCCOO_m1.[CH2]C=C_m2>>CCCCO[O]_m2.C=CC_m1,15,4,5,8
C1=COCC1_m1.CO[O]_m2>>[CH]1C=CCO1_m2.COO_m1,10,2,3,6
[CH2]C=CC_m2.[CH2]C[CH2]_m3>>C=CC=C_m1.[CH2]CC_m2,10,4,3,9
[CH2]CO_m2.[O]O_m2>>C=CO_m1.OO_m1,6,0,1,2
C#C[CH]C_m2.C[O]_m2>>C#CC=C_m1.CO_m1,8,1,3,5
[CH]1C=CCO1_m2.C[CH]CC_m2>>C1C=COC=1_m1.CCCC_m1,9,1,2,8
C=O_m1.C[CH]CCOO_m2>>[CH]=O_m2.CCCCOO_m1,3,1,0,10
CCCCOO_m1.CO[O]_m2>>CCCCO[O]_m2.COO_m1,15,2,5,6
C=CCC_m1.C[CH]CC_m2>>[CH2]C=CC_m2.CCCC_m1,8,1,4,8
C=[C]C_m2.C[CH]CC_m2>>C#CC_m1.CCCC_m1,4,1,0,8
[O]C1OOC(O)C1=O_m2.C=C[CH]CO[O]_m3>>O=C1OOC(O)C1=O_m1.C=CCCO[O]_m2,8,2,1,10
[CH2]C=CC_m2.[CH3]_m2>>C=CC=C_m1.C_m1,10,0,3,4
C[O]_m2.CO[O]_m2>>C=O_m1.COO_m1,4,2,0,6
[CH2]C#CC_m2.[CH2]C=C[CH2]_m3>>C=C=C=C_m1.[CH2]C=CC_m2,8,0,3,10
C=CC_m1.[CH2]CCC_m2>>[CH2]C=C_m2.CCCC_m1,8,0,4,6
OO_m1.[CH]=C_m2>>[O]O_m2.C=C_m1,2,0,0,3
C[CH]C_m2.C[O]_m2>>C=CC_m1.CO_m1,6,1,0,5
[CH]1C=CCO1_m2.[O]C=O_m2>>C1C=COC=1_m1.O=CO_m1,9,2,2,4
CC_m1.[OH]_m2>>C[CH2]_m2.O_m1,4,0,1,2
C=CO_m1.[CH2]C=C_m2>>C=C[O]_m2.C=CC_m1,6,4,2,8
C[O]_m2.[CH2]O_m2>>C=O_m1.CO_m1,4,0,0,4
C[C]=O_m2.[CH2]C=C_m2>>C=C=O_m1.C=CC_m1,5,4,0,8
CC=O_m1.C[CH]CCOO_m2>>C=C[O]_m2.CCCCOO_m1,5,1,0,10
[O]CC=CC[O]_m3.[O]C=O_m2>>[O]CC=CC=O_m2.O=CO_m1,11,2,4,4
CCCCOO_m1.[OH]_m2>>CCCCO[O]_m2.O_m1,15,0,5,2
[CH]=C_m2.C[O]_m2>>C#C_m1.CO_m1,4,1,1,5
C[CH]C_m2.[O]_m3>>C=CC_m1.[OH]_m2,6,0,0,1
[CH]=O_m2.[CH]=O_m2>>[C-]#[O+]_m1.C=O_m1,1,0,0,3
CCCCOO_m1.[H]_m2>>C[CH]CCOO_m2.[H][H]_m1,10,0,1,1
CC=O_m1.[O]O_m2>>C=C[O]_m2.OO_m1,5,0,0,2
C[CH]C_m2.[CH3]_m2>>C=CC_m1.C_m1,6,0,0,4
[CH]C=C_m3.C#C[CH2]_m2>>C#C[CH2]_m2.C=C=C_m1,4,0,1,4
C[CH2]_m2.[H]_m2>>C=C_m1.[H][H]_m1,6,0,1,1
[CH2]C#CC_m2.[O]C=O_m2>>C=C=C=C_m1.O=CO_m1,8,2,3,4
[O]O_m2.O=[C]C=CC=O_m2>>[O][O]_m3.O=CC=CC=O_m1,2,1,1,6
[CH2]C#CC_m2.[O]C(=O)O_m2>>C=C=C=C_m1.O=C(O)O_m1,8,2,3,4
[CH3]_m2.[H]_m2>>[CH2]_m1.[H][H]_m1,3,0,0,1
C[CH2]_m2.[OH]_m2>>C=C_m1.O_m1,6,0,1,2
[CH2]CC_m2.O=[C]C=CC=O_m2>>C=CC_m1.O=CC=CC=O_m1,6,1,1,6
CC_m1.[O]C=O_m2>>C[CH2]_m2.O=CO_m1,4,2,1,4
[O]O_m2.[CH2]CC=C_m2>>[O][O]_m3.C=CCC_m1,2,0,1,11
CC=O_m1.[H]_m2>>C[C]=O_m2.[H][H]_m1,6,0,1,1
[CH2]C#CC_m2.C=C[O]_m2>>C=C=C=C_m1.CC=O_m1,8,0,3,5
C#CC_m1.C#C[O]_m2>>C#C[CH2]_m2.C=C=O_m1,6,0,2,4
[CH2]CCC_m2.[CH2]C=C[CH2]_m3>>C=CCC_m1.[CH2]CC=C_m2,7,3,1,7
C=C=O_m1.[CH]1C=CCO1_m2>>C#C[O]_m2.C1=COCC1_m1,4,3,0,10
C=[C]C_m2.[C]#C_m2>>C#CC_m1.C#C_m1,4,0,0,3
CCCC_m1.[CH3]_m2>>C[CH]CC_m2.C_m1,8,0,1,4
O=C[C](O)C=O_m2.[O]O_m2>>O=C=C(O)C=O_m1.OO_m1,8,0,1,2
[O]CC(=O)C=O_m2.[CH2]C=CC_m2>>O=CC(=O)C=O_m1.CC=CC_m1,7,0,1,6
O=C=C(O)[CH]O_m2.O=[C]O_m2>>O=C=C(O)C=O_m1.O=CO_m1,8,1,5,3
[CH]=O_m2.CO[O]_m2>>[C-]#[O+]_m1.COO_m1,1,2,0,6
C[CH2]_m2.[CH2]C=C_m2>>C=C_m1.C=CC_m1,6,4,1,8
[O]CC(=O)C=O_m2.[CH]1C=CCO1_m2>>O=CC(=O)C=O_m1.C1=COCC1_m1,7,3,1,10
C=[C]C_m2.C[CH]CCOO_m2>>C#CC_m1.CCCCOO_m1,4,1,0,10
C=[C]C_m2.[CH2]CCC_m2>>C#CC_m1.CCCC_m1,4,0,0,6
C=C=O_m1.[OH]_m2>>C#C[O]_m2.O_m1,4,0,0,2
C[O]_m2.C=C[O]_m2>>C=O_m1.C=CO_m1,4,2,0,6
[CH]1CCOOC1_m2.[O]C=O_m2>>C1=CCOOC1_m1.O=CO_m1,8,2,1,4
C=C=C_m1.C#C[O]_m2>>C#C[CH2]_m2.C=C=O_m1,4,0,0,4
C=C=CC_m1.[CH2]C=CC_m2>>C#C[CH]C_m2.CC=CC_m1,5,0,0,6
C=[C]C_m2.[CH]C=C_m3>>C#CC_m1.[CH2]C=C_m2,4,0,0,2
[CH2]CO_m2.C=C=[C]CO[O]_m3>>C=CO_m1.CC#CCO[O]_m2,6,0,1,8
C=C_m1.[CH3]_m2>>[CH]=C_m2.C_m1,3,0,0,4
CC=O_m1.[CH]=C_m2>>C[C]=O_m2.C=C_m1,6,0,1,3
C[CH]C_m2.[CH2]O_m2>>C=CC_m1.CO_m1,6,0,0,4
C=C[O]_m2.C=[C]C_m2>>C=C=O_m1.C=CC_m1,5,1,1,5
[CH]=C[CH]C_m3.C=C[O]_m2>>C#C[CH]C_m2.CC=O_m1,6,0,1,5
C=[C]C_m2.[CH2]O_m2>>C#CC_m1.CO_m1,4,0,0,4
COO_m1.[O]O_m2>>CO[O]_m2.OO_m1,6,0,2,2
CO_m1.[CH]=C_m2>>C[O]_m2.C=C_m1,5,0,1,3
[CH]=C_m2.[O]_m3>>C#C_m1.[OH]_m2,4,0,1,1
COO_m1.[CH]=O_m2>>CO[O]_m2.C=O_m1,6,0,2,3
C=CCC_m1.C[CH]CCOO_m2>>[CH2]C=CC_m2.CCCCOO_m1,8,1,4,10
O=C[C](O)C=O_m2.[O]OC(O)([C]=O)C=O_m3>>O=CC(=O)C=O_m1.[O]OC(O)(C=O)C=O_m2,7,4,3,9
O=C[C](O)C=O_m2.CCCCO[O]_m2>>O=CC(=O)C=O_m1.CCCCOO_m1,7,5,3,15
O=C=C[C](O)C=O_m2.C=C[O]_m2>>O=C=CC(O)=C=O_m1.C=CO_m1,9,2,5,6
[CH2]C=CC_m2.C#C[CH2]_m2>>C=CC=C_m1.C=C=C_m1,10,0,3,4
C=C[O]_m2.[CH2]C=CC_m2>>[CH]C=O_m3.CC=CC_m1,4,0,0,6
[CH]=C[CH]C_m3.[O]C1C(=O)OOC=1O_m2>>C#C[CH]C_m2.O=C1OOC(O)C1=O_m1,6,6,1,8
[CH2]C=CC_m2.[O]O_m2>>C=C=CC_m1.OO_m1,6,0,1,2
C#C[CH]C_m2.C[CH2]_m2>>C#CC=C_m1.CC_m1,8,1,3,4
C=C(O)[CH]O_m2.C=C[CH]CO[O]_m3>>C=C(O)C=O_m1.C=CCCO[O]_m2,9,2,4,10
[CH]=C_m2.C[CH2]_m2>>C#C_m1.CC_m1,4,1,1,4
CCCC_m1.C#C[O]_m2>>C[CH]CC_m2.C=C=O_m1,8,0,1,4
[CH2]CCC_m2.[CH3]_m2>>C=CCC_m1.C_m1,7,0,1,4
[CH2]C#CC_m2.[OH]_m2>>C=C=C=C_m1.O_m1,8,0,3,2
[O]C=O_m2.O=[C]C=CC=O_m2>>O=C=O_m1.O=CC=CC=O_m1,3,1,1,6
C[C]=O_m2.[CH]=C_m2>>C=C=O_m1.C=C_m1,5,0,0,3
[CH]=C_m2.[CH2]C=CC_m2>>C#C_m1.C=CCC_m1,4,4,1,8
C#C[CH]C_m2.[O]O_m2>>C#CC=C_m1.OO_m1,8,0,3,2
C=CCC_m1.[CH2]O_m2>>[CH2]C=CC_m2.CO_m1,8,0,4,4
[CH]=O_m2.[CH]C=C=O_m3>>[C-]#[O+]_m1.[CH2]C=C=O_m2,1,0,0,2
C[CH2]_m2.C[CH2]_m2>>C=C_m1.CC_m1,6,1,1,4
CC(=O)C(O)=C[O]_m2.[O]C=O_m2>>CC(=O)C(=O)C=O_m1.O=CO_m1,10,2,4,4
C[O]_m2.[OH]_m2>>C=O_m1.O_m1,4,0,0,2
C[CH]C_m2.[O]C1C(=O)OOC=1O_m2>>C=CC_m1.O=C1OOC(O)C1=O_m1,6,6,0,8
[CH]C=C_m3.[CH2]C=CC_m2>>C#C[CH2]_m2.C=CCC_m1,4,4,1,8
[CH]=C_m2.[CH2]CC=C_m2>>C#C_m1.C=CCC_m1,4,0,1,11
C[O]_m2.[H]_m2>>C=O_m1.[H][H]_m1,4,0,0,1
[O]CCC=O_m2.C=[C]C_m2>>O=CCC=O_m1.C=CC_m1,6,1,3,5
O=C[C](O)C=O_m2.[CH2]C=CC_m2>>O=C=C(O)C=O_m1.CC=CC_m1,8,0,1,6
C#C_m1.[O][O]_m3>>[C]#C_m2.[O]O_m2,3,1,0,2
[CH]=C_m2.[CH]=O_m2>>C#C_m1.C=O_m1,4,0,1,3
[CH2]CCC_m2.C[CH]CC_m2>>C=CCC_m1.CCCC_m1,7,1,1,8
CC_m1.C#C[CH2]_m2>>C[CH2]_m2.C#CC_m1,4,2,1,6
[CH2]CC=C_m2.[CH2]CCCOO_m2>>C=CC=C_m1.CCCCOO_m1,7,0,2,8
CC_m1.[CH2]CCC_m2>>C[CH2]_m2.CCCC_m1,4,0,1,6
C=CC_m1.[H]_m2>>[CH2]C=C_m2.[H][H]_m1,8,0,4,1
C[C]=O_m2.[CH2]_m3>>C=C=O_m1.[CH3]_m2,5,0,0,3
O=C[C](O)C=O_m2.C=C[O]_m2>>O=CC(=O)C=O_m1.C=CO_m1,7,2,3,6
[CH2]C=C_m2.[CH3]_m2>>C=C=C_m1.C_m1,5,0,1,4
C=C=C_m1.C[CH]CC_m2>>C#C[CH2]_m2.CCCC_m1,4,1,0,8
C=[C]C(=O)C=O_m2.C[C]=O_m2>>C#CC(=O)C=O_m1.CC=O_m1,7,1,0,6
[O]CC=CC=O_m2.C[CH]CCOO_m2>>O=CC=CC=O_m1.CCCCOO_m1,7,1,1,10
C[CH]CC_m2.C#C[O]_m2>>CC=CC_m1.C=C=O_m1,9,0,2,4
O=C[C](O)C=O_m2.[CH2]C=CC_m2>>O=C=C(O)C=O_m1.C=CCC_m1,8,4,1,8
O=C1OOC(O)[C]1O_m2.C#C[CH2]_m2>>O=C1OOC(O)C1=O_m1.C#CC_m1,10,2,7,6
C[CH]CC_m2.[CH2]C[CH2]_m3>>CC=CC_m1.[CH2]CC_m2,9,4,2,9
[CH2]O_m2.[CH2]C=C_m2>>C=O_m1.C=CC_m1,4,4,1,8
[CH]C=C_m3.[CH]=CCC_m2>>C#C[CH2]_m2.C=CCC_m1,4,0,1,5
[CH]C=C_m3.[CH2]CC=C_m2>>C#C[CH2]_m2.C=CCC_m1,4,0,1,11
[CH2]C=CC_m2.C[CH]CC_m2>>C=C=CC_m1.CCCC_m1,6,1,1,8
[CH]C=C_m3.[CH2]C(=O)C=O_m2>>C#C[CH2]_m2.C=C(O)C=O_m1,4,4,1,7
C=C(O)[CH]O_m2.CCCCO[O]_m2>>C=C(O)C=O_m1.CCCCOO_m1,9,5,4,15
C=[C]C_m2.CO[O]_m2>>C=C=C_m1.COO_m1,7,2,2,6
O=C[C](O)C=O_m2.[CH2]_m3>>O=C=C(O)C=O_m1.[CH3]_m2,8,0,1,3
[O]C=O_m2.[CH2]C=CC_m2>>O=C=O_m1.C=CCC_m1,3,4,1,8
[O]CC=CC=O_m2.[CH]=C=C=C_m2>>O=CC=CC=O_m1.C#CC=C_m1,7,3,1,5
C=C=C_m1.[CH2]CCC_m2>>C#C[CH2]_m2.CCCC_m1,4,0,0,6
[CH2]C=CC_m2.[CH3]_m2>>C=C=CC_m1.C_m1,6,0,1,4
C=C[O]_m2.[CH2]_m3>>C=C=O_m1.[CH3]_m2,5,0,1,3
[CH]1C=CCO1_m2.C[O]_m2>>C1C=COC=1_m1.CO_m1,9,1,2,5
CC=CC_m1.C[CH]CC_m2>>[CH2]C=CC_m2.CCCC_m1,6,1,0,8
C[C]=O_m2.CO[O]_m2>>C=C=O_m1.COO_m1,5,2,0,6
C[O]_m2.C[O]_m2>>C=O_m1.CO_m1,4,1,0,5
O=C[C](O)C=O_m2.[OH]_m2>>O=CC(=O)C=O_m1.O_m1,7,0,3,2
[CH2]O_m2.[CH3]_m2>>C=O_m1.C_m1,4,0,1,4
C[CH2]_m2.[CH2]C=CC_m2>>C=C_m1.C=CCC_m1,6,4,1,8
[O]C=O_m2.C#C[CH2]_m2>>O=C=O_m1.C=C=C_m1,3,0,1,4
CCCC_m1.[CH]=C[CH]C_m3>>[CH2]CCC_m2.[CH2]C=CC_m2,6,0,0,2
[CH2]C[CH2]_m3.[CH]C=C_m3>>[CH2]C=C_m2.[CH2]C=C_m2,8,0,3,2
[CH]=C_m2.C=C[O]_m2>>C#C_m1.CC=O_m1,4,0,1,5
C=[C]C(=O)C=O_m2.[CH2]CCC_m2>>C#CC(=O)C=O_m1.CCCC_m1,7,0,0,6
COO_m1.[OH]_m2>>CO[O]_m2.O_m1,6,0,2,2
[O]CC(=O)C=O_m2.C[C]=O_m2>>O=CC(=O)C=O_m1.CC=O_m1,7,1,1,6
C=C[O]_m2.C[C]=O_m2>>C=C=O_m1.CC=O_m1,5,1,1,6
C=CCC_m1.[CH]1C=CCO1_m2>>[CH2]C=CC_m2.C1=COCC1_m1,8,3,4,10
C=CC[C]=O_m2.[CH]C=C_m3>>C=CC=C=O_m1.[CH2]C=C_m2,9,0,2,2
C#C[CH]C_m2.C#C[CH]C_m2>>C#CC=C_m1.C=C=CC_m1,8,0,3,5
C=C[O]_m2.[CH2]O_m2>>C=C=O_m1.CO_m1,5,0,1,4
[CH]1C=CCO1_m2.[CH2]CC=C_m2>>C1C=COC=1_m1.C=CCC_m1,9,0,2,11
C[CH]CC_m2.C#C[CH2]_m2>>CC=CC_m1.C=C=C_m1,9,0,2,4
[CH2]C#CC_m2.O=[C]CC=O_m2>>C=C=C=C_m1.O=CCC=O_m1,8,1,3,5
C#CC_m1.[CH]1C=CCO1_m2>>C#C[CH2]_m2.C1=COCC1_m1,6,3,2,10
C=C=CC_m1.C=[C]C_m2>>[CH2]C#CC_m2.C=CC_m1,6,1,4,5
C[O]_m2.C#C[CH]C_m2>>C=O_m1.C=C=CC_m1,4,0,0,5
[CH2]C=C_m2.[CH2]_m3>>C=C=C_m1.[CH3]_m2,5,0,1,3
[CH]=O_m2.O=[C]C=CC=O_m2>>[C-]#[O+]_m1.O=CC=CC=O_m1,1,1,0,6
[CH2]C[CH2]_m3.C[CH2]_m2>>[CH2]C=C_m2.CC_m1,8,1,3,4
C[CH]C_m2.C[CH2]_m2>>C=CC_m1.CC_m1,6,1,0,4
CCCC_m1.[C]#C_m2>>[CH2]CCC_m2.C#C_m1,6,0,0,3
[CH2]CC_m2.[O]C(=O)O_m2>>C=CC_m1.O=C(O)O_m1,6,2,1,4
CC=CCO[O]_m2.[CH2]C=CC_m2>>C=C[CH]CO[O]_m3.CC=CC_m1,8,0,0,6
[CH2]C#CC_m2.C[O]_m2>>C=C=C=C_m1.CO_m1,8,1,3,5
[CH]C=C_m3.C[CH2]_m2>>C#C[CH2]_m2.CC_m1,4,1,1,4
C=[C]C_m2.[CH2]O[O]_m3>>C=C=C_m1.CO[O]_m2,7,0,2,5
[CH]=C_m2.[CH]=C_m2>>C#C_m1.C=C_m1,4,0,1,3
[O]C=O_m2.[CH]1C=CCO1_m2>>O=C=O_m1.C1=COCC1_m1,3,3,1,10
[CH]=O_m2.C[CH]CC_m2>>[C-]#[O+]_m1.CCCC_m1,1,1,0,8
[CH]1CCOOC1_m2.[CH2]C=C[CH2]_m3>>C1=CCOOC1_m1.[CH2]C=CC_m2,8,0,1,10
C=[C]C_m2.[CH3]_m2>>C=C=C_m1.C_m1,7,0,2,4
CCCC_m1.[CH]=C_m2>>[CH2]CCC_m2.C=C_m1,6,0,0,3
C=[C]C_m2.[OH]_m2>>C#CC_m1.O_m1,4,0,0,2
C=O_m1.[O][O]_m3>>[CH]=O_m2.[O]O_m2,3,1,0,2
CCCCOO_m1.C#C[CH2]_m2>>CCCCO[O]_m2.C#CC_m1,15,2,5,6
[CH]=O_m2.[CH2]C=CC_m2>>[C-]#[O+]_m1.CC=CC_m1,1,0,0,6
[CH2]C=CC_m2.[CH2]CC=C_m2>>C=CC=C_m1.C=CCC_m1,10,0,3,11
[O]CC(=O)C=O_m2.[CH]=C_m2>>O=CC(=O)C=O_m1.C=C_m1,7,0,1,3
C=CO_m1.[C]#C_m2>>C=C[O]_m2.C#C_m1,6,0,2,3
[CH2]CC_m2.[CH2]C=CC_m2>>C=CC_m1.C=CCC_m1,6,4,1,8
C[CH2]_m2.C[CH]CC_m2>>C=C_m1.CCCC_m1,6,1,1,8
C=O_m1.[O]_m3>>[CH]=O_m2.[OH]_m2,3,0,0,1
C=CCC_m1.[CH2]C=CC_m2>>[CH]=CCC_m2.CC=CC_m1,5,0,0,6
[O]CCC=O_m2.[CH2]C=C_m2>>O=CCC=O_m1.C=CC_m1,6,4,3,8
