reaction_id,q1h_idx,q2_idx,q1_idx,q2h_idx
[O]CO[O]_m3.[CH3]_m2>>[O]OC=O_m2.C_m1,5,0,2,4
[O]C=O_m2.[CH]_m2>>O=C=O_m1.[CH2]_m1,3,0,1,2
C=CCO_m1.[CH2]_m3>>C=C[CH]O_m2.[CH3]_m2,8,0,2,3
O=[C]O_m2.[CH2][O]_m3>>O=C=O_m1.C[O]_m2,3,0,2,4
O=COO_m1.C=CC(=O)O[O]_m2>>[O]OC=O_m2.C=CC(=O)OO_m1,5,5,0,9
CCO[O]_m2.C[O]_m2>>[CH2]CO[O]_m3.CO_m1,6,1,0,5
[CH2]_m1.[CH2]C[CH2]_m3>>[CH]_m2.[CH2]CC_m2,2,4,0,9
C[CH]CO_m2.CC[C]=O_m2>>CC=CO_m1.CCC=O_m1,9,2,2,9
[O]C=CO_m2.[CH2]CC_m2>>O=CC=O_m1.CCC_m1,6,0,3,5
[O]C=O_m2.C[O]_m2>>O=C=O_m1.CO_m1,3,1,1,5
[O]C[O]_m3.CO[O]_m2>>[O]C=O_m2.COO_m1,4,2,1,6
CO_m1.[CH2]CO[O]_m3>>[CH2]O_m2.CCO[O]_m2,4,0,0,6
C[CH2]_m2.[CH]C=O_m3>>C=C_m1.C=C[O]_m2,6,0,1,4
[CH2]CC_m2.[CH2]_m3>>C=CC_m1.[CH3]_m2,6,0,1,3
OCCOO_m1.[CH2]_m3>>[O]OCCO_m2.[CH3]_m2,10,0,0,3
CC=CO_m1.[CH2]_m3>>C=C[CH]O_m2.[CH3]_m2,6,0,0,3
CCC_m1.[CH2]C[CH2]_m3>>C[CH]C_m2.[CH2]CC_m2,7,4,1,9
[CH2]CC_m2.[O]C=C=O_m2>>C=CC_m1.O=CC=O_m1,6,2,1,5
[CH2]CC_m2.[CH]C=O_m3>>C=CC_m1.C=C[O]_m2,6,0,1,4
C[C]=O_m2.[CH]C=O_m3>>C=C=O_m1.C=C[O]_m2,5,0,0,4
[CH2]CC_m2.C[CH]C[O]_m3>>C=CC_m1.C[CH]CO_m2,6,4,1,10
O[CH]CO_m2.[O]OC=O_m2>>O=CCO_m1.O=COO_m1,5,0,0,5
[O]C=O_m2.C[C]=O_m2>>O=C=O_m1.CC=O_m1,3,1,1,6
[O]C[O]_m3.C[CH2]_m2>>[O]C=O_m2.CC_m1,4,1,1,4
[O]C[O]_m3.[CH]=C_m2>>[O]C=O_m2.C=C_m1,4,0,1,3
CCOO_m1.C[O]_m2>>CCO[O]_m2.CO_m1,9,1,3,5
C[CH]CO_m2.C[C]=O_m2>>CC=CO_m1.CC=O_m1,9,1,2,6
C[CH2]_m2.[CH2][O]_m3>>C=C_m1.[CH2]O_m2,6,3,1,4
O=[C]O_m2.[CH2]_m3>>O=C=O_m1.[CH3]_m2,3,0,2,3
[O]C=CO_m2.[CH2]O_m2>>O=CC=O_m1.CO_m1,6,0,3,4
C=C[CH]O_m2.[CH2]CC_m2>>C=CC=O_m1.CCC_m1,8,0,3,5
[O]C=O_m2.[CH2]_m3>>O=C=O_m1.[CH3]_m2,3,0,1,3
[CH2]CO_m2.C[CH]C[O]_m3>>C=CO_m1.C[CH]CO_m2,6,4,1,10
CC[O]_m2.[O]_m3>>CC=O_m1.[OH]_m2,7,0,1,1
O=[C]O_m2.C=C[CH]O_m2>>O=C=O_m1.C=CCO_m1,3,2,2,8
O[CH]CO_m2.C[CH]C_m2>>O=CCO_m1.CCC_m1,5,1,0,7
[O]CCO_m2.[O][O]_m3>>O=CCO_m1.[O]O_m2,5,1,1,2
C[CH]C_m2.[CH2][O]_m3>>C=CC_m1.[CH2]O_m2,6,3,0,4
CC[O]_m2.C[CH]C_m2>>CC=O_m1.CCC_m1,7,1,1,7
[O]C=O_m2.[O]OCCO_m2>>O=C=O_m1.OCCOO_m1,3,0,1,10
C[C]=O_m2.[CH2]O[O]_m3>>C=C=O_m1.CO[O]_m2,5,0,0,5
CCC_m1.[CH2]CO[O]_m3>>C[CH]C_m2.CCO[O]_m2,7,0,1,6
C[CH2]_m2.[CH2][O]_m3>>C=C_m1.C[O]_m2,6,0,1,4
CC_m1.CC[C]=O_m2>>C[CH2]_m2.CCC=O_m1,4,2,1,9
[O]C=O_m2.[O]OC=O_m2>>O=C=O_m1.O=COO_m1,3,0,1,5
[CH2]O_m2.[CH2][O]_m3>>C=O_m1.C[O]_m2,4,0,1,4
[O]C=O_m2.CCO[O]_m2>>O=C=O_m1.CCOO_m1,3,3,1,9
C=C[O]_m2.[O][O]_m3>>[CH]C=O_m3.[O]O_m2,4,1,0,2
[O]C=O_m2.[CH2]O_m2>>O=C=O_m1.CO_m1,3,0,1,4
C[CH2]_m2.[CH2]O[O]_m3>>C=C_m1.CO[O]_m2,6,0,1,5
[O]CO[O]_m3.[O]OCCO_m2>>[O]OC=O_m2.OCCOO_m1,5,0,2,10
CC[O]_m2.[CH2]CC_m2>>CC=O_m1.CCC_m1,7,0,1,5
CC_m1.C=CC(=O)O[O]_m2>>C[CH2]_m2.C=CC(=O)OO_m1,4,5,1,9
CC_m1.C=CC(=O)O[O]_m2>>C[CH2]_m2.C=CC(=O)OO_m1,4,5,1,9
CCC_m1.CC[C]=O_m2>>C[CH]C_m2.CCC=O_m1,7,2,1,9
[CH2]CO[O]_m3.[O]OCCO_m2>>C=CO[O]_m2.OCCOO_m1,7,0,1,10
COO_m1.C[C]=O_m2>>CO[O]_m2.CC=O_m1,6,1,2,6
[O]O_m2.C[CH]C[O]_m3>>[O][O]_m3.C[CH]CO_m2,2,4,1,10
[O]C=O_m2.CC[C]=O_m2>>O=C=O_m1.CCC=O_m1,3,2,1,9
C=C[CH]O_m2.[CH2]_m3>>C=CC=O_m1.[CH3]_m2,8,0,3,3
[O]CO[O]_m3.CCO[O]_m2>>[O]OC=O_m2.CCOO_m1,5,3,2,9
[CH2]C[C]=O_m3.[CH]=C_m2>>C=C[C]=O_m2.C=C_m1,7,0,1,3
CCOO_m1.[H]_m2>>CCO[O]_m2.[H][H]_m1,9,0,3,1
O=[C]O_m2.[O]OC=O_m2>>O=C=O_m1.O=COO_m1,3,0,2,5
O=[C]O_m2.C[CH]C_m2>>O=C=O_m1.CCC_m1,3,1,2,7
O=CC=O_m1.C=C[C]=O_m2>>[O]C=C=O_m2.C=CC=O_m1,5,2,2,7
C[CH]C_m2.[CH2][O]_m3>>C=CC_m1.C[O]_m2,6,0,0,4
[CH]=O_m2.C=CC(=O)O[O]_m2>>[C-]#[O+]_m1.C=CC(=O)OO_m1,1,5,0,9
[CH2]CC_m2.[CH2][O]_m3>>C=CC_m1.[CH2]O_m2,6,3,1,4
[CH2]CC_m2.[CH2][O]_m3>>C=CC_m1.C[O]_m2,6,0,1,4
O=[C]O_m2.CCO[O]_m2>>O=C=O_m1.CCOO_m1,3,3,2,9
CCC_m1.[CH2]O[O]_m3>>C[CH]C_m2.CO[O]_m2,7,0,1,5
C[O]_m2.[O]C=C=O_m2>>C=O_m1.O=CC=O_m1,4,2,0,5
C=C[CH]O_m2.[CH]C=O_m3>>C=CC=O_m1.C=C[O]_m2,8,0,3,4
OCCOO_m1.[H]_m2>>[O]OCCO_m2.[H][H]_m1,10,0,0,1
O[CH]CO_m2.C=C[CH]O_m2>>O=CCO_m1.CC=CO_m1,5,0,0,6
[O]C[O]_m3.C[O]_m2>>[O]C=O_m2.CO_m1,4,1,1,5
C[CH2]_m2.[CH2]C[CH2]_m3>>C=C_m1.[CH2]CC_m2,6,4,1,9
[O]C=O_m2.[CH2][O]_m3>>O=C=O_m1.[CH2]O_m2,3,3,1,4
C[CH]CO_m2.[CH2]_m3>>CC=CO_m1.[CH3]_m2,9,0,2,3
C[CH]C_m2.[CH2]O[O]_m3>>C=CC_m1.CO[O]_m2,6,0,0,5
[O]CO[O]_m3.[OH]_m2>>[O]OC=O_m2.O_m1,5,0,2,2
O[CH]CO_m2.[CH2]CC_m2>>O=CCO_m1.CCC_m1,5,0,0,5
C[O]_m2.[CH2][O]_m3>>C=O_m1.C[O]_m2,4,0,0,4
[O]C=O_m2.[CH2][O]_m3>>O=C=O_m1.C[O]_m2,3,0,1,4
[O]C=O_m2.C=C[C]=O_m2>>O=C=O_m1.C=CC=O_m1,3,2,1,7
[CH2]CC_m2.[CH]_m2>>C=CC_m1.[CH2]_m1,6,0,1,2
C[CH]CO_m2.C[CH]C[O]_m3>>C=CCO_m1.C[CH]CO_m2,7,4,0,10
O[CH]CO_m2.[O]C=C=O_m2>>O=CCO_m1.O=CC=O_m1,5,2,0,5
C[CH]C_m2.[CH]C=O_m3>>C=CC_m1.C=C[O]_m2,6,0,0,4
COO_m1.CC[C]=O_m2>>CO[O]_m2.CCC=O_m1,6,2,2,9
CC[O]_m2.C=C[C]=O_m2>>CC=O_m1.C=CC=O_m1,7,2,1,7
[O]C=CO_m2.C=CC(=O)O[O]_m2>>O=CC=O_m1.C=CC(=O)OO_m1,6,5,3,9
CC[O]_m2.C[C]=O_m2>>CC=O_m1.CC=O_m1,7,1,1,6
O=[C]O_m2.C=C[CH]O_m2>>O=C=O_m1.CC=CO_m1,3,0,2,6
C=CO_m1.C[C]=O_m2>>C=C[O]_m2.CC=O_m1,6,1,2,6
O[CH]CO_m2.[CH2]O_m2>>O=CCO_m1.CO_m1,5,0,0,4
[O]C[O]_m3.[CH]_m2>>[O]C=O_m2.[CH2]_m1,4,0,1,2
[O]C=O_m2.C[CH]C_m2>>O=C=O_m1.CCC_m1,3,1,1,7
[O]C[O]_m3.CCO[O]_m2>>[O]C=O_m2.CCOO_m1,4,3,1,9
C=CCO_m1.[CH]=O_m2>>C=C[CH]O_m2.C=O_m1,8,0,2,3
[O]CCO_m2.CO[O]_m2>>O=CCO_m1.COO_m1,5,2,1,6
O=CCO_m1.[CH2]_m3>>[O]C=CO_m2.[CH3]_m2,6,0,2,3
[CH]=C_m2.[CH2]CO[O]_m3>>C#C_m1.CCO[O]_m2,4,0,1,6
[CH2]O_m2.[CH2][O]_m3>>C=O_m1.[CH2]O_m2,4,3,1,4
C[CH]CO_m2.[CH2][O]_m3>>CC=CO_m1.C[O]_m2,9,0,2,4
C=CO_m1.CC[C]=O_m2>>C=C[O]_m2.CCC=O_m1,6,2,2,9
O=[C]O_m2.[O]OCCO_m2>>O=C=O_m1.OCCOO_m1,3,0,2,10
O[CH]CO_m2.[O]C=CO_m2>>O=CCO_m1.O=CCO_m1,5,2,0,6
OCCOO_m1.C=CC(=O)O[O]_m2>>[O]OCCO_m2.C=CC(=O)OO_m1,10,5,0,9
O=CCO_m1.[CH2]O[O]_m3>>[O]C=CO_m2.CO[O]_m2,6,0,2,5
[CH2]CO[O]_m3.[OH]_m2>>C=CO[O]_m2.O_m1,7,0,1,2
C[CH]CO_m2.[CH2][O]_m3>>C=CCO_m1.C[O]_m2,7,0,0,4
CC[O]_m2.[CH]=C_m2>>CC=O_m1.C=C_m1,7,0,1,3
[CH2]C[C]=O_m3.C[CH]C_m2>>C=C[C]=O_m2.CCC_m1,7,1,1,7
[O]CO[O]_m3.C=C[O]_m2>>[O]OC=O_m2.C=CO_m1,5,2,2,6
O[CH]CO_m2.C=C[CH]O_m2>>O=CCO_m1.C=CCO_m1,5,2,0,8
C[CH]CO_m2.[CH2][O]_m3>>C=CCO_m1.[CH2]O_m2,7,3,0,4
CC[O]_m2.CC[C]=O_m2>>CC=O_m1.CCC=O_m1,7,2,1,9
[O]C=CO_m2.[CH]C=O_m3>>O=CC=O_m1.C=C[O]_m2,6,0,3,4
[O]C[O]_m3.[CH2]O_m2>>[O]C=O_m2.CO_m1,4,0,1,4
[CH2]C[C]=O_m3.C[CH2]_m2>>C=C[C]=O_m2.CC_m1,7,1,1,4
[CH]=O_m2.[CH2]O[O]_m3>>[C-]#[O+]_m1.CO[O]_m2,1,0,0,5
C=CCO_m1.[CH2]C[CH2]_m3>>C=C[CH]O_m2.[CH2]CC_m2,8,4,2,9
[O]CCO_m2.CCO[O]_m2>>O=CCO_m1.CCOO_m1,5,3,1,9
CC[O]_m2.C#C[O]_m2>>CC=O_m1.C=C=O_m1,7,0,1,4
[O]C[O]_m3.[CH2]_m3>>[O]C=O_m2.[CH3]_m2,4,0,1,3
[O]CCO_m2.[CH]=O_m2>>O=CCO_m1.C=O_m1,5,0,1,3
CC=CO_m1.[CH2]O[O]_m3>>C=C[CH]O_m2.CO[O]_m2,6,0,0,5
[CH2]O_m2.C[CH]C[O]_m3>>C=O_m1.C[CH]CO_m2,4,4,1,10
[CH2]O_m2.[CH2]O[O]_m3>>C=O_m1.CO[O]_m2,4,0,1,5
[CH2]C[C]=O_m3.C[O]_m2>>C=C[C]=O_m2.CO_m1,7,1,1,5
C=C[CH]O_m2.C=CC(=O)O[O]_m2>>C=CC=O_m1.C=CC(=O)OO_m1,8,5,3,9
C=C[CH]O_m2.[CH2][O]_m3>>C=CC=O_m1.C[O]_m2,8,0,3,4
[CH2]_m1.[CH3]_m2>>[CH]_m2.C_m1,2,0,0,4
C=CO_m1.C=C[C]=O_m2>>C=C[O]_m2.C=CC=O_m1,6,2,2,7
[CH]=O_m2.[O]C=C=O_m2>>[C-]#[O+]_m1.O=CC=O_m1,1,2,0,5
O[CH]CO_m2.[CH2][O]_m3>>O=CCO_m1.C[O]_m2,5,0,0,4
O=[C]O_m2.[CH]C=O_m3>>O=C=O_m1.C=C[O]_m2,3,0,2,4
C[C]=O_m2.C[CH]C[O]_m3>>C=C=O_m1.C[CH]CO_m2,5,4,0,10
[CH2]_m1.[CH2]O_m2>>[CH]_m2.CO_m1,2,0,0,4
[O]C=CO_m2.[CH2]_m3>>O=CC=O_m1.[CH3]_m2,6,0,3,3
O=CCO_m1.[CH]=O_m2>>[O]C=CO_m2.C=O_m1,6,0,2,3
[CH2]CO_m2.[CH2][O]_m3>>C=CO_m1.C[O]_m2,6,0,1,4
COO_m1.C=C[C]=O_m2>>CO[O]_m2.C=CC=O_m1,6,2,2,7
[O]C=O_m2.[CH2]CC_m2>>O=C=O_m1.CCC_m1,3,0,1,5
[O]C[O]_m3.C[CH]C_m2>>[O]C=O_m2.CCC_m1,4,1,1,7
O=[C]O_m2.[O]C=CO_m2>>O=C=O_m1.O=CCO_m1,3,2,2,6
C[O]_m2.[CH2]C[CH2]_m3>>C=O_m1.[CH2]CC_m2,4,4,0,9
[CH2]C[C]=O_m3.[CH2]O_m2>>C=C[C]=O_m2.CO_m1,7,0,1,4
[CH2]_m1.[CH2]CO[O]_m3>>[CH]_m2.CCO[O]_m2,2,0,0,6
[O]CCO_m2.[OH]_m2>>O=CCO_m1.O_m1,5,0,1,2
[CH2]CO[O]_m3.[CH3]_m2>>C=CO[O]_m2.C_m1,7,0,1,4
C[CH]CO_m2.[O]C=C=O_m2>>CC=CO_m1.O=CC=O_m1,9,2,2,5
C=CCO_m1.C[CH]C[O]_m3>>C=C[CH]O_m2.C[CH]CO_m2,8,4,2,10
C[CH]CO_m2.[CH]C=O_m3>>C=CCO_m1.C=C[O]_m2,7,0,0,4
O=[C]O_m2.[CH2]CC_m2>>O=C=O_m1.CCC_m1,3,0,2,5
C[C]=O_m2.[CH2]C[CH2]_m3>>C=C=O_m1.[CH2]CC_m2,5,4,0,9
[CH2]CO[O]_m3.[CH]=O_m2>>C=CO[O]_m2.C=O_m1,7,0,1,3
CC=O_m1.C=CC(=O)O[O]_m2>>C=C[O]_m2.C=CC(=O)OO_m1,5,5,0,9
CC=O_m1.C=CC(=O)O[O]_m2>>C=C[O]_m2.C=CC(=O)OO_m1,5,5,0,9
[O]CCO_m2.[CH3]_m2>>O=CCO_m1.C_m1,5,0,1,4
[O]CCO_m2.[O]OCCO_m2>>O=CCO_m1.OCCOO_m1,5,0,1,10
CCOO_m1.C=CC(=O)O[O]_m2>>CCO[O]_m2.C=CC(=O)OO_m1,9,5,3,9
[CH2]CO_m2.[O]C=C=O_m2>>C=CO_m1.O=CC=O_m1,6,2,1,5
[O]CCO_m2.C=C[O]_m2>>O=CCO_m1.C=CO_m1,5,2,1,6
[CH2]CC_m2.[CH2]O[O]_m3>>[CH2]C[CH2]_m3.CO[O]_m2,9,0,4,5
[O]C=O_m2.C=C[CH]O_m2>>O=C=O_m1.CC=CO_m1,3,0,1,6
C[CH]CO_m2.[CH]C=O_m3>>CC=CO_m1.C=C[O]_m2,9,0,2,4
[O]C[O]_m3.[CH2][O]_m3>>[O]C=O_m2.[CH2]O_m2,4,3,1,4
[CH2]C[C]=O_m3.CC[C]=O_m2>>C=C[C]=O_m2.CCC=O_m1,7,2,1,9
[O]CCO_m2.C[O]_m2>>O=CCO_m1.CO_m1,5,1,1,5
CC[O]_m2.C=C[CH]O_m2>>CC=O_m1.CC=CO_m1,7,0,1,6
CCOO_m1.[CH]=O_m2>>CCO[O]_m2.C=O_m1,9,0,3,3
[O]C[O]_m3.[CH2]CC_m2>>[O]C=O_m2.CCC_m1,4,0,1,5
[O]CO[O]_m3.C[CH]C_m2>>[O]OC=O_m2.CCC_m1,5,1,2,7
C=C[O]_m2.C=C[CH]O_m2>>[CH]C=O_m3.CC=CO_m1,4,0,0,6
[O]C=CO_m2.[CH2][O]_m3>>O=CC=O_m1.C[O]_m2,6,0,3,4
[O]C[O]_m3.[CH2][O]_m3>>[O]C=O_m2.C[O]_m2,4,0,1,4
[CH2]CO_m2.[CH]C=O_m3>>C=CO_m1.C=C[O]_m2,6,0,1,4
[CH2]O_m2.C=CC(=O)O[O]_m2>>C=O_m1.C=CC(=O)OO_m1,4,5,1,9
CC=CO_m1.[CH2]C[CH2]_m3>>C=C[CH]O_m2.[CH2]CC_m2,6,4,0,9
[O]CO[O]_m3.C=C[O]_m2>>[O]OC=O_m2.CC=O_m1,5,0,2,5
CCOO_m1.C=C[O]_m2>>CCO[O]_m2.C=CO_m1,9,2,3,6
[CH2]O_m2.[CH2]C[CH2]_m3>>C=O_m1.[CH2]CC_m2,4,4,1,9
CC[O]_m2.[CH2]_m3>>CC=O_m1.[CH3]_m2,7,0,1,3
CC[O]_m2.[O]C=CO_m2>>CC=O_m1.O=CCO_m1,7,2,1,6
[CH2]CO[O]_m3.C[O]_m2>>C=CO[O]_m2.CO_m1,7,1,1,5
[CH2]CC_m2.[CH2]O[O]_m3>>C=CC_m1.CO[O]_m2,6,0,1,5
[CH2]C[C]=O_m3.[CH2]CC_m2>>C=C[C]=O_m2.CCC_m1,7,0,1,5
CC[O]_m2.[CH2]O_m2>>CC=O_m1.CO_m1,7,0,1,4
O=[C]O_m2.[O]C([O])=O_m3>>O=C=O_m1.[O]C(=O)O_m2,3,3,2,4
[O]CCO_m2.[O]OC=O_m2>>O=CCO_m1.O=COO_m1,5,0,1,5
CC[O]_m2.C=CC(=O)O[O]_m2>>CC=O_m1.C=CC(=O)OO_m1,7,5,1,9
C[O]_m2.[CH2]O[O]_m3>>C=O_m1.CO[O]_m2,4,0,0,5
C[CH]C_m2.[CH2]C[CH2]_m3>>C=CC_m1.[CH2]CC_m2,6,4,0,9
C=C[O]_m2.[CH2]C[CH2]_m3>>C=C=O_m1.[CH2]CC_m2,5,4,1,9
[O]CO[O]_m3.[CH]=O_m2>>[O]OC=O_m2.C=O_m1,5,0,2,3
C=CCO_m1.[CH2]CO[O]_m3>>C=C[CH]O_m2.CCO[O]_m2,8,0,2,6
[O]O_m2.[O]C=C=O_m2>>[O][O]_m3.O=CC=O_m1,2,2,1,5
C=CCO_m1.C[C]=O_m2>>C=C[CH]O_m2.CC=O_m1,8,1,2,6
CC[O]_m2.C=C[CH]O_m2>>CC=O_m1.C=CCO_m1,7,2,1,8
O=[C]O_m2.[O]C=C=O_m2>>O=C=O_m1.O=CC=O_m1,3,2,2,5
[O]CO[O]_m3.C[O]_m2>>[O]OC=O_m2.CO_m1,5,1,2,5
O[CH]CO_m2.C=CC(=O)O[O]_m2>>O=CCO_m1.C=CC(=O)OO_m1,5,5,0,9
[CH2]CO[O]_m3.C=C[O]_m2>>C=CO[O]_m2.C=CO_m1,7,2,1,6
O[CH]CO_m2.[CH2]_m3>>O=CCO_m1.[CH3]_m2,5,0,0,3
[O]O_m2.[O]C([O])=O_m3>>[O][O]_m3.[O]C(=O)O_m2,2,3,1,4
[O]CCO_m2.C[C]=O_m2>>O=CCO_m1.CC=O_m1,5,1,1,6
[CH2]_m1.[O]_m3>>[CH]_m2.[OH]_m2,2,0,0,1
C[O]_m2.[CH]C=O_m3>>C=O_m1.C=C[O]_m2,4,0,0,4
[O]C=O_m2.C=C[CH]O_m2>>O=C=O_m1.C=CCO_m1,3,2,1,8
C=C[CH]O_m2.C[CH]C[O]_m3>>C=CC=O_m1.C[CH]CO_m2,8,4,3,10
C=C[CH]O_m2.[CH2]O[O]_m3>>C=CC=O_m1.CO[O]_m2,8,0,3,5
[O]CCO_m2.CC[C]=O_m2>>O=CCO_m1.CCC=O_m1,5,2,1,9
C=CO_m1.[O]C=C=O_m2>>C=C[O]_m2.O=CC=O_m1,6,2,2,5
O[CH]CO_m2.[CH]C=O_m3>>O=CCO_m1.C=C[O]_m2,5,0,0,4
COO_m1.C[CH]C[O]_m3>>CO[O]_m2.C[CH]CO_m2,6,4,2,10
[CH2]CO[O]_m3.[H]_m2>>C=CO[O]_m2.[H][H]_m1,7,0,1,1
C[CH]CO_m2.[CH2]O[O]_m3>>C=CCO_m1.CO[O]_m2,7,0,0,5
C[CH]C_m2.[O]C([O])=O_m3>>C=CC_m1.[O]C(=O)O_m2,6,3,0,4
O=[C]O_m2.[CH2]O[O]_m3>>O=C=O_m1.CO[O]_m2,3,0,2,5
COO_m1.[O]C=C=O_m2>>CO[O]_m2.O=CC=O_m1,6,2,2,5
[O]CCO_m2.C=C[O]_m2>>O=CCO_m1.CC=O_m1,5,0,1,5
CC=CO_m1.[CH2]CO[O]_m3>>C=C[CH]O_m2.CCO[O]_m2,6,0,0,6
[CH2]_m1.[CH2]O[O]_m3>>[CH]_m2.CO[O]_m2,2,0,0,5
[CH2]CO_m2.[CH2]C[CH2]_m3>>C=CO_m1.[CH2]CC_m2,6,4,1,9
C[C]=O_m2.[CH2]CO[O]_m3>>C=C=O_m1.CCO[O]_m2,5,0,0,6
[CH2]C[C]=O_m3.C=C[CH]O_m2>>C=C[C]=O_m2.CC=CO_m1,7,0,1,6
[O]C=O_m2.[O]C([O])=O_m3>>O=C=O_m1.[O]C(=O)O_m2,3,3,1,4
[O]CO[O]_m3.C[CH2]_m2>>[O]OC=O_m2.CC_m1,5,1,2,4
[O]CO[O]_m3.[H]_m2>>[O]OC=O_m2.[H][H]_m1,5,0,2,1
[O]C[O]_m3.C=C[CH]O_m2>>[O]C=O_m2.C=CCO_m1,4,2,1,8
[O]CO[O]_m3.[CH2]CC_m2>>[O]OC=O_m2.CCC_m1,5,0,2,5
C[CH2]_m2.[CH2]CO[O]_m3>>C=C_m1.CCO[O]_m2,6,0,1,6
O[CH]CO_m2.C[CH]C[O]_m3>>O=CCO_m1.C[CH]CO_m2,5,4,0,10
[CH2]C[C]=O_m3.C=C[CH]O_m2>>C=C[C]=O_m2.C=CCO_m1,7,2,1,8
[O]C=O_m2.[CH]C=O_m3>>O=C=O_m1.C=C[O]_m2,3,0,1,4
[CH2]CO[O]_m3.C[CH]C_m2>>C=CO[O]_m2.CCC_m1,7,1,1,7
C=C[O]_m2.[O]OCCO_m2>>[CH]C=O_m3.OCCOO_m1,4,0,0,10
O=CCO_m1.[CH2]CO[O]_m3>>[O]C=CO_m2.CCO[O]_m2,6,0,2,6
[O]C=CO_m2.[CH2]O[O]_m3>>O=CC=O_m1.CO[O]_m2,6,0,3,5
[O]C=CO_m2.C[CH]C[O]_m3>>O=CC=O_m1.C[CH]CO_m2,6,4,3,10
[O]CCO_m2.[H]_m2>>O=CCO_m1.[H][H]_m1,5,0,1,1
CC[O]_m2.[CH2][O]_m3>>CC=O_m1.C[O]_m2,7,0,1,4
[CH2]C[C]=O_m3.[O]C=C=O_m2>>C=C[C]=O_m2.O=CC=O_m1,7,2,1,5
[O]CCO_m2.C=C[C]=O_m2>>O=CCO_m1.C=CC=O_m1,5,2,1,7
C[CH]CO_m2.[CH2]C[CH2]_m3>>C=CCO_m1.[CH2]CC_m2,7,4,0,9
[CH]=O_m2.[CH2]CO[O]_m3>>[C-]#[O+]_m1.CCO[O]_m2,1,0,0,6
C[CH]CO_m2.[CH2]C[CH2]_m3>>CC=CO_m1.[CH2]CC_m2,9,4,2,9
C[CH]C_m2.[CH2]CO[O]_m3>>C=CC_m1.CCO[O]_m2,6,0,0,6
C=CCO_m1.C=C[C]=O_m2>>C=C[CH]O_m2.C=CC=O_m1,8,2,2,7
O=CCO_m1.C[C]=O_m2>>[O]C=CO_m2.CC=O_m1,6,1,2,6
C[CH]CO_m2.C[CH]C[O]_m3>>CC=CO_m1.C[CH]CO_m2,9,4,2,10
[CH2]CC_m2.[CH2]CO[O]_m3>>C=CC_m1.CCO[O]_m2,6,0,1,6
CCOO_m1.[CH]_m2>>CCO[O]_m2.[CH2]_m1,9,0,3,2
[O]CO[O]_m3.C#C[O]_m2>>[O]OC=O_m2.C=C=O_m1,5,0,2,4
[CH2]CO[O]_m3.CC[C]=O_m2>>C=CO[O]_m2.CCC=O_m1,7,2,1,9
C=C[O]_m2.[CH2]O[O]_m3>>C=C=O_m1.CO[O]_m2,5,0,1,5
C=C[CH]O_m2.[CH2]C[CH2]_m3>>C=CC=O_m1.[CH2]CC_m2,8,4,3,9
O=[C]O_m2.C[CH]C[O]_m3>>O=C=O_m1.C[CH]CO_m2,3,4,2,10
C[O]_m2.[CH2]CO[O]_m3>>C=O_m1.CCO[O]_m2,4,0,0,6
[O]CO[O]_m3.[CH]=C_m2>>[O]OC=O_m2.C=C_m1,5,0,2,3
[O]C=O_m2.[O]C=C=O_m2>>O=C=O_m1.O=CC=O_m1,3,2,1,5
O=CCO_m1.CC[C]=O_m2>>[O]C=CO_m2.CCC=O_m1,6,2,2,9
[CH2]CO_m2.[CH2]O[O]_m3>>C=CO_m1.CO[O]_m2,6,0,1,5
[O]C=O_m2.[O]C=CO_m2>>O=C=O_m1.O=CCO_m1,3,2,1,6
[O]CCO_m2.[O]_m3>>O=CCO_m1.[OH]_m2,5,0,1,1
[O]CCO_m2.C[CH]C_m2>>O=CCO_m1.CCC_m1,5,1,1,7
[CH2]CO[O]_m3.C=C[CH]O_m2>>C=CO[O]_m2.C=CCO_m1,7,2,1,8
CC[O]_m2.C[CH]C[O]_m3>>CC=O_m1.C[CH]CO_m2,7,4,1,10
[CH2]CC_m2.[O]C([O])=O_m3>>C=CC_m1.[O]C(=O)O_m2,6,3,1,4
[O]CCO_m2.C[CH2]_m2>>O=CCO_m1.CC_m1,5,1,1,4
[CH2]CO[O]_m3.[CH2]CC_m2>>C=CO[O]_m2.CCC_m1,7,0,1,5
CC=CO_m1.C=C[C]=O_m2>>C=C[CH]O_m2.C=CC=O_m1,6,2,0,7
[O]CCO_m2.[CH2]CC_m2>>O=CCO_m1.CCC_m1,5,0,1,5
[O]CO[O]_m3.C[C]=O_m2>>[O]OC=O_m2.CC=O_m1,5,1,2,6
[CH2]_m3.[CH2]_m1>>[CH]_m2.[CH3]_m2,2,0,0,3
[O]CO[O]_m3.C=CC(=O)O[O]_m2>>[O]OC=O_m2.C=CC(=O)OO_m1,5,5,2,9
[O]CO[O]_m3.C=C[C]=O_m2>>[O]OC=O_m2.C=CC=O_m1,5,2,2,7
[CH2]C([O])CC=O_m3.[OH]_m2>>[CH2]C(=O)CC=O_m2.O_m1,8,0,3,2
CC[O]_m2.[O]C=C=O_m2>>CC=O_m1.O=CC=O_m1,7,2,1,5
[O]C=O_m2.C[CH]C[O]_m3>>O=C=O_m1.C[CH]CO_m2,3,4,1,10
[CH2]CO[O]_m3.C[CH2]_m2>>C=CO[O]_m2.CC_m1,7,1,1,4
